20.0,19.570467,19.14161,18.714102,18.288605,17.865744,17.446074,17.030016,16.617783,16.20929,15.804097,15.401382,15.0,14.598618,14.195903,13.7907095,13.382217,12.969983,12.5539255,12.134256,11.711395,11.285898,10.858391,10.429533,10.0
20.0,19.56979,19.140259,18.712091,18.285967,17.862553,17.442463,17.026194,16.61404,16.20599,15.80162,15.400049,15.0,14.59995,14.19838,13.794009,13.385959,12.973806,12.557538,12.137446,11.714033,11.287909,10.85974,10.43021,10.0
20.0,19.568434,19.137548,18.708036,18.28062,17.85604,17.435028,17.018253,16.606197,16.19901,15.79634,15.397197,15.0,14.602802,14.203659,13.800988,13.393803,12.981747,12.564971,12.143961,11.71938,11.291964,10.862452,10.431566,10.0
20.0,19.566399,19.133461,18.701887,18.272436,17.845955,17.42336,17.005592,16.593483,16.18752,15.787533,15.392398,15.0,14.607601,14.212467,13.81248,13.406518,12.994408,12.57664,12.154045,11.727563,11.298113,10.866539,10.433601,10.0
20.0,19.563698,19.128012,18.693613,18.261286,17.831984,17.406864,16.987274,16.57462,16.170052,15.773873,15.384864,15.0,14.615136,14.226127,13.829948,13.42538,13.012727,12.593135,12.1680155,11.738714,11.306387,10.871988,10.436301,10.0
20.0,19.560383,19.121275,18.683266,18.24711,17.813831,17.384842,16.962017,16.547674,16.144194,15.753045,15.373182,15.0,14.626818,14.246954,13.855806,13.452326,13.037983,12.615159,12.186168,11.752891,11.316733,10.878724,10.439617,10.0
20.0,19.556559,19.113441,18.671066,18.230055,17.791391,17.356651,16.92828,16.509865,16.106003,15.720933,15.35482,15.0,14.64518,14.279067,13.893997,13.490136,13.071719,12.643349,12.208608,11.769945,11.328934,10.886559,10.443441,10.0
20.0,19.552408,19.104866,18.657503,18.21065,17.76503,17.32209,16.884588,16.4575,16.049019,15.669865,15.325165,15.0,14.674835,14.330135,13.950981,13.5425005,13.115412,12.677909,12.23497,11.78935,11.342497,10.895134,10.447591,10.0
20.0,19.548212,19.096111,18.643429,18.190014,17.735989,17.282093,16.830482,16.386528,15.96271,15.58434,15.275976,15.0,14.724024,14.41566,14.03729,13.613473,13.169517,12.717906,12.264012,11.809986,11.356571,10.90389,10.451789,10.0
20.0,19.544327,19.087936,18.630087,18.169989,17.706814,17.239813,16.768723,16.295416,15.830955,15.428809,15.194399,15.0,14.805601,14.571191,14.169045,13.704583,13.2312765,12.760187,12.293186,11.830011,11.369913,10.912064,10.455674,10.0
20.0,19.541157,19.08122,18.618996,18.153038,17.681467,17.20162,16.709179,16.19546,15.636883,15.244086,15.124919,15.0,14.875081,14.755914,14.363117,13.80454,13.29082,12.79838,12.318532,11.846962,11.381004,10.918779,10.458844,10.0
20.0,19.539076,19.076797,18.611637,18.141699,17.6644,17.176018,16.670916,16.140362,15.571627,15.218874,15.113301,15.0,14.886699,14.781126,14.428373,13.859637,13.329083,12.823981,12.3356,11.858302,11.388362,10.923203,10.460924,10.0
20.0,19.538351,19.07525,18.609062,18.137718,17.658415,17.16714,16.658104,16.123446,15.554954,15.211045,15.109412,15.0,14.890588,14.788954,14.445046,13.8765545,13.341896,12.832861,12.341586,11.862282,11.390939,10.924748,10.461649,10.0
20.0,19.539076,19.076797,18.611637,18.141699,17.6644,17.176018,16.670916,16.140362,15.571627,15.218874,15.113301,15.0,14.886699,14.781126,14.428373,13.859637,13.329083,12.823981,12.3356,11.858302,11.388362,10.923203,10.460924,10.0
20.0,19.541155,19.08122,18.618996,18.153038,17.681467,17.20162,16.709179,16.19546,15.636883,15.244086,15.124919,15.0,14.87508,14.755913,14.363117,13.80454,13.29082,12.79838,12.318532,11.846963,11.381004,10.918779,10.458844,10.0
20.0,19.544325,19.087936,18.630087,18.169989,17.706814,17.239813,16.768723,16.295416,15.830955,15.428809,15.194398,15.0,14.805601,14.57119,14.169045,13.704583,13.2312765,12.760187,12.293186,11.830012,11.369913,10.912064,10.455674,10.0
20.0,19.548212,19.09611,18.643429,18.190014,17.735989,17.282093,16.830482,16.386528,15.96271,15.58434,15.275975,15.0,14.724024,14.41566,14.03729,13.613472,13.169517,12.717906,12.264012,11.809986,11.356571,10.90389,10.451789,10.0
